BuildingName,BuildingAddress,BuildingType,BuildingSize,PublicSector,YearObtainedTOP_CSC,GreenMarkYearofAward,GreenMarkRating,GreenMarkStatus,GrossFloorArea_M2,PercentageOfAirconditionedFloorArea,AverageMonthlyBuildingOccupancyRate_percentage,NumberOfHotelRooms,TypeOfAirconditioningSystem,AgeOfNewestChiller_Airconditioner,CentralisedAirconditioningPlantEfficiency_kWRT,YearOfLastChillerPlantAuditHealthCheck,PercentageUsageOfLED,InstallationOfSolarPV,EUI2015_kWhM2Yr,EUI2016_kWhM2Yr,EUI2017_kWhM2Yr,EUIPerformanceComparedToPreviousYear,Benchmarking_EUI_Quartile,VoluntaryDisclosure,BuildingAge,TotalEnergy2017
,,Hotel,Small,,,,,No,,,,,,,,,,,395.9,391.9,431.6,Worsened,Bottom Quartile,N,,
,,Hotel,Small,,,,,No,,,,,,,,,,,407.5,406.4,448.9,Worsened,Bottom Quartile,N,,
,,Hotel,Small,,,,,No,,,,,,,,,,,251.1,208.9,199.9,Improved,2nd Quartile,N,,
REVENUE HOUSE,"55 NEWTON ROAD, SINGAPORE 307987",Office Building,Large,Yes,1996,2014,Platinum,Yes,86492,96,100,,Water Cooled Chilled Water Plant,4,0.61,2016,5,N,175.7,173.2,165.7,Improved,2nd Quartile,Y,22,14331724.399999999
,"219 JOO CHIAT ROAD, SINGAPORE 427485",Hotel,Small,No,2001,,Not Certified,No,2105,71,85,90,"Others (Split Units, Unitary Systems)",0,,,0,N,231.7,170.1,177.4,Worsened,Top Quartile,Y,17,373427
,"75 WISHART ROAD, SINGAPORE 098721",Hotel,Small,No,2007,,Not Certified,No,668,75,73,33,"Others (Split Units, Unitary Systems)",0,,,0,N,246.4,232.9,232.8,Improved,2nd Quartile,Y,11,155510.4
,"20 LORONG 6 GEYLANG, SINGAPORE 399174",Hotel,Small,No,1998,,Not Certified,No,2677,67,85,126,"Others (Split Units, Unitary Systems)",0,,,0,N,274.5,262.4,199.8,Improved,2nd Quartile,Y,20,534864.6
,"760 UPPER SERANGOON ROAD, SINGAPORE 534629",Hotel,Small,No,2006,,Not Certified,No,850,76,90,43,"Others (Split Units, Unitary Systems)",0,,,0,N,344,305.7,311.1,Worsened,3rd Quartile,Y,12,264435
,"418 PASIR PANJANG ROAD, SINGAPORE 118759",Hotel,Small,No,2008,,Not Certified,No,1024,78,94,57,"Others (Split Units, Unitary Systems)",0,,,0,N,280.3,291.3,243.8,Improved,2nd Quartile,Y,10,249651.2
,"432 PASIR PANJANG ROAD, SINGAPORE 118773",Hotel,Small,No,2008,,Not Certified,No,875,80,90,47,"Others (Split Units, Unitary Systems)",0,,,0,N,313.8,357,313.6,Improved,3rd Quartile,Y,10,274400
FRAGRANCE HOTEL - RIVERSIDE,"20 HONGKONG STREET, SINGAPORE 059663",Hotel,Small,No,2011,,Not Certified,No,2156,79,91,101,"Others (Split Units, Unitary Systems)",0,,,0,N,369.7,379.7,385.2,Worsened,Bottom Quartile,Y,7,830491.2
,"183 SELEGIE ROAD, SINGAPORE 188329",Hotel,Small,No,2005,,Not Certified,No,2128,77,85,95,"Others (Split Units, Unitary Systems)",0,,,0,N,281.9,249.4,113.2,Improved,Top Quartile,Y,13,240889.6
,"255 BALESTIER ROAD, SINGAPORE 329710",Hotel,Small,No,2004,,Not Certified,No,890,76,85,48,"Others (Split Units, Unitary Systems)",0,,,0,N,199.3,188.8,185.6,Improved,2nd Quartile,Y,14,165184
,"10 LORONG 20 GEYLANG, SINGAPORE 398730",Hotel,Small,No,1998,,Not Certified,No,2919,86,85,168,"Others (Split Units, Unitary Systems)",0,,,85,N,246.8,260.8,235.3,Improved,2nd Quartile,Y,20,686840.7000000001
,"10 LORONG 10 GEYLANG, SINGAPORE 399043",Hotel,Small,No,2005,,Not Certified,No,733,61,85,27,"Others (Split Units, Unitary Systems)",0,,,0,N,188.5,176,156.7,Improved,Top Quartile,Y,13,114861.09999999999
FRAGRANCE HOTEL - ROYAL,"400 TELOK BLANGAH ROAD, SINGAPORE 098838",Hotel,Small,No,2009,,Not Certified,No,656,68,85,32,"Others (Split Units, Unitary Systems)",0,,,0,N,392.8,365.8,349.2,Improved,Bottom Quartile,Y,9,229075.19999999998
,"28 PENHAS ROAD, SINGAPORE 208187",Hotel,Small,No,2007,,Not Certified,No,1714,60,85,74,"Others (Split Units, Unitary Systems)",0,,,0,N,300.8,310,267.2,Improved,3rd Quartile,Y,11,457980.8
,"435 BALESTIER ROAD, SINGAPORE 329816",Hotel,Small,No,2007,,Not Certified,No,687,73,85,36,"Others (Split Units, Unitary Systems)",0,,,0,N,352.6,301.7,302.9,Worsened,3rd Quartile,Y,11,208092.3
,"21 LORONG 14 GEYLANG, SINGAPORE 398961",Hotel,Small,No,2002,,Not Certified,No,2582,77,85,129,"Others (Split Units, Unitary Systems)",0,,,0,N,207.2,224.1,219.2,Improved,2nd Quartile,Y,16,565974.4
,"3 LORONG 10 GEYLANG, SINGAPORE 399037",Hotel,Small,No,1997,,Not Certified,No,1524,52,85,50,"Others (Split Units, Unitary Systems)",0,,,0,N,220.9,224.1,237.4,Worsened,2nd Quartile,Y,21,361797.60000000003
FRAGRANCE HOTEL - BUGIS,"33 MIDDLE ROAD, SINGAPORE 188942",Hotel,Small,No,2010,,Not Certified,No,1575,71,85,84,"Others (Split Units, Unitary Systems)",0,,,0,N,336,324.2,351.8,Worsened,Bottom Quartile,Y,8,554085
PARC SOVEREIGN HOTEL,"175 ALBERT STREET, SINGAPORE 189970",Hotel,Small,No,2011,,Not Certified,No,3675,82,85,172,"Others (Split Units, Unitary Systems)",0,,,0,N,315.6,322.3,326.8,Worsened,3rd Quartile,Y,7,1200990
,"263 BALESTIER ROAD, SINGAPORE 329715",Hotel,Small,No,2005,,Not Certified,No,1179,81,85,68,"Others (Split Units, Unitary Systems)",0,,,0,N,243.2,193,169.2,Improved,Top Quartile,Y,13,199486.8
,"418 BALESTIER ROAD, SINGAPORE 329808",Hotel,Small,No,2004,,Not Certified,No,841,80,85,48,"Others (Split Units, Unitary Systems)",0,,,0,N,410.5,420.7,420.8,Worsened,Bottom Quartile,Y,14,353892.8
,"51 LAVENDER STREET, SINGAPORE 338710",Hotel,Small,No,2007,,Not Certified,No,658,74,90,35,"Others (Split Units, Unitary Systems)",0,,,0,N,279.8,268,288.6,Worsened,3rd Quartile,Y,11,189898.80000000002
,"50 LORONG 18 GEYLANG, SINGAPORE 398824",Hotel,Small,No,2002,,Not Certified,No,3360,52,85,125,"Others (Split Units, Unitary Systems)",0,,,0,N,138.5,149.7,155.4,Worsened,Top Quartile,Y,16,522144
,,Office Building,Large,,,,,Yes,,,,,,,,,,,26.3,25.6,25.1,Improved,Top Quartile,N,,
CINTECH II BUILDING,"75 SCIENCE PARK DRIVE, SINGAPORE 118255",Mixed Development,,No,1990,,Not Certified,No,54211,86,80,,District Cooling Plant,2,,,80,N,854.5,851.6,829,Improved,Bottom Quartile,Y,28,44940919
OASIS,"87 SCIENCE PARK DRIVE, SINGAPORE 118260",Retail Building,Small,No,1996,,Not Certified,No,6100,100,90,,Water Cooled Chilled Water Plant,2,0.65,2017,100,N,44.8,66,62.3,Improved,Top Quartile,Y,22,380030
THE RUTHERFORD,"89 SCIENCE PARK DRIVE, SINGAPORE 118261",Office Building,Large,No,1995,,Not Certified,No,20143,80,75,,Water Cooled Packaged Unit,28,0.65,2017,50,N,289.8,276.8,242.8,Improved,3rd Quartile,Y,23,4890720.4
THE MENDEL,"12 SCIENCE PARK DRIVE, SINGAPORE 118225",Office Building,Large,No,2013,2013,GoldPlus,Yes,75269,69,100,,Water Cooled Chilled Water Plant,4,0.65,,100,N,91.8,156.3,246.3,Worsened,3rd Quartile,Y,5,18538754.7
NEUROS,"8 BIOMEDICAL GROVE, SINGAPORE 138665",Mixed Development,,No,2006,,Not Certified,No,48424,82,100,,District Cooling Plant,7,,,0,N,334.9,343.9,327.7,Improved,3rd Quartile,Y,12,15868544.799999999
,,Office Building,Small,,,,,No,,,,,,,,,,,258.4,257,255.3,Improved,3rd Quartile,N,,
THOMSON PLAZA,"301 UPPER THOMSON ROAD, SINGAPORE 574408",Retail Building,Large,No,1981,,Not Certified,No,29413,100,98,,Water Cooled Chilled Water Plant,1,,,20,N,463.3,464.2,459.9,Improved,3rd Quartile,Y,37,13527038.7
JCUBE,"2 JURONG EAST CENTRAL 1, SINGAPORE 609731",Retail Building,Large,No,2012,2016,Platinum,Yes,29433,67,95,,Water Cooled Chilled Water Plant,3,0.63,2015,90,Y,623,643.4,654,Worsened,Bottom Quartile,Y,6,19249182
,"182 CLEMENCEAU AVENUE, SINGAPORE 239923",Office Building,Small,No,1993,,Not Certified,No,4880,92,5,,Air Cooled Chilled Water Plant,20,,,0,N,200.7,192.6,62,Improved,Top Quartile,Y,25,302560
RIVERVALE MALL,"11 RIVERVALE CRESCENT, SINGAPORE 545082",Retail Building,Small,No,2000,,Not Certified,No,10149,74,95,,Water Cooled Chilled Water Plant,2,0.6,,70,N,796.2,738,764.3,Worsened,Bottom Quartile,Y,18,7756880.699999999
,,Educational Institution,,,,,,Yes,,,,,,,,,,,147.3,154.9,164.5,Worsened,,,,
,,Office Building,Small,,,,,No,,,,,,,,,,,160.1,141.7,135.4,Improved,2nd Quartile,N,,
MAS BUILDING,"10 SHENTON WAY, SINGAPORE 079117",Office Building,Large,Yes,1985,2015,Platinum,Yes,55206,74,100,,Water Cooled Chilled Water Plant,0,1.13,2014,35,N,162.1,162.9,139.3,Improved,Top Quartile,Y,33,7690195.800000001
CURRENCY HOUSE,"109 PASIR PANJANG ROAD, SINGAPORE 118536",Office Building,Large,Yes,2001,,Not Certified,No,15423,57,100,,Water Cooled Chilled Water Plant,14,,,1,N,199.3,199.8,188.6,Improved,2nd Quartile,Y,17,2908777.8
,,Office Building,Small,,,,,No,,,,,,,,,,,233.2,208.1,186.9,Improved,2nd Quartile,N,,
COMO HOUSE,"6B ORANGE GROVE ROAD, SINGAPORE 258332",Office Building,Small,No,1989,,Not Certified,No,2099,98,85,,"Others (Split Units, Unitary Systems)",6,,,0,N,319.3,331.7,329.5,Improved,Bottom Quartile,Y,29,691620.5
,,Office Building,Large,,,,,No,,,,,,,,,,,215.7,218.5,209.7,Improved,3rd Quartile,N,,
ONE MARINA BOULEVARD,"1 MARINA BOULEVARD, SINGAPORE 018989",Office Building,Large,No,2003,,Not Certified,No,48302,85,99,,"Others (Split Units, Unitary Systems)",0,,,17,N,182.2,179.1,174.3,Improved,2nd Quartile,Y,15,8419038.6
,"11 MACKENZIE ROAD, SINGAPORE 228675",Hotel,Small,No,1958,,Not Certified,No,518,69,47,25,"Others (Split Units, Unitary Systems)",7,,,0,N,209.3,255.3,244.3,Improved,2nd Quartile,Y,60,126547.40000000001
51 CUPPAGE ROAD,"51 CUPPAGE ROAD, SINGAPORE 229469",Office Building,Large,No,1997,2014,Gold,Yes,30915,83,88,,Water Cooled Chilled Water Plant,20,0.85,,99,N,165,169.1,171.9,Worsened,2nd Quartile,Y,21,5314288.5
GUTHRIE HOUSE,"1 FIFTH AVENUE, SINGAPORE 268802",Office Building,Small,No,1998,,Not Certified,No,8908,100,100,,Water Cooled Chilled Water Plant,1,0.58,,10,N,382.7,325.5,305.4,Improved,Bottom Quartile,Y,20,2720503.1999999997
,,Office Building,Small,,,,,No,,,,,,,,,,,277.7,277.3,251.4,Improved,3rd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,287.3,283.6,258.6,Improved,3rd Quartile,N,,
,,Hotel,Large,,,,,No,,,,,,,,,,,246.2,256.2,294.4,Worsened,3rd Quartile,N,,
HEALTH SCIENCES AUTHORITY BUILDING,"11 OUTRAM ROAD, SINGAPORE 169078",Office Building,Large,Yes,2001,2016,GoldPlus,Yes,17226,91,95,,Water Cooled Chilled Water Plant,4,0.62,2016,56,N,482.9,475.5,449.1,Improved,Bottom Quartile,Y,17,7736196.600000001
TEN MILE JUNCTION,"1 WOODLANDS ROAD, SINGAPORE 677899",Retail Building,Small,No,2011,,Not Certified,No,10967,73,89,,"Others (Split Units, Unitary Systems)",5,,,35,N,475.5,498,481.8,Improved,3rd Quartile,Y,7,5283900.600000001
CENTRAL SQUARE,"20 HAVELOCK ROAD, SINGAPORE 059765",Hotel,Large,No,1998,,Not Certified,No,17068,32,70,127,"Others (Split Units, Unitary Systems)",0,,,1,N,188.3,185.1,180.9,Improved,Top Quartile,Y,20,3087601.2
SKY LINE BUILDING,"192 WATERLOO STREET, SINGAPORE 187966",Office Building,Small,No,1991,,Not Certified,No,3000,83,85,,"Others (Split Units, Unitary Systems)",5,,,0,N,184.8,197.2,172,Improved,2nd Quartile,Y,27,516e3
,"37 CARPENTER STREET, SINGAPORE 059916",Office Building,Small,No,1990,,Not Certified,No,1405,77,100,,"Others (Split Units, Unitary Systems)",,,,70,N,-13,21,84,Worsened,Top Quartile,Y,28,118020
CAPITAL SQUARE,"23 CHURCH STREET, SINGAPORE 049481",Office Building,Large,No,1998,2015,GoldPlus,Yes,55092,57,100,,Water Cooled Chilled Water Plant,0,0.81,2012,20,N,234.3,234.8,212.1,Improved,3rd Quartile,Y,20,11685013.2
ATLAND HOUSE,"200 BUKIT TIMAH ROAD, SINGAPORE 229862",Office Building,Small,No,1998,,Not Certified,No,815,100,100,,"Others (Split Units, Unitary Systems)",10,,,60,N,155.8,186.5,150.2,Improved,2nd Quartile,Y,20,122412.99999999999
RUBIKON,"3501 JALAN BUKIT MERAH, SINGAPORE 159460",Retail Building,Small,No,2015,,Not Certified,No,5003,96,80,,Water Cooled Packaged Unit,40,,,10,N,188.4,215.8,202.3,Improved,2nd Quartile,Y,3,1012106.9
,,Office Building,Large,,,,,No,,,,,,,,,,,165.6,152.2,174.8,Worsened,2nd Quartile,N,,
CLAYMORE PLAZA,"6 CLAYMORE HILL, SINGAPORE 229571",Office Building,Small,No,1983,,Not Certified,No,3086,100,100,,Water Cooled Chilled Water Plant,12,,,0,N,404.4,425,388.1,Improved,Bottom Quartile,Y,35,1197676.6
,,Educational Institution,,,,,,No,,,,,,,,,,,26.4,71.9,60.6,Improved,,,,
MYVILLAGE AT SERANGOON GARDEN,"1 MAJU AVENUE, SINGAPORE 556679",Retail Building,Small,No,2010,,Not Certified,No,5312,46,90,,"Others (Split Units, Unitary Systems)",7,0.85,,0,N,750.4,717.3,706.6,Improved,Bottom Quartile,Y,8,3753459.2
8 ON CLAYMORE,"8 CLAYMORE HILL, SINGAPORE 229572",Hotel,Large,No,2011,2012,Gold,Yes,13539,97,85,85,Water Cooled Chilled Water Plant,5,0.87,2012,50,N,204.9,206.2,203.9,Improved,Top Quartile,Y,7,2760602.1
LUCKY PLAZA,"304 ORCHARD ROAD, SINGAPORE 238863",Retail Building,Large,No,1979,2015,Platinum,Yes,46816,94,97,,Water Cooled Chilled Water Plant,1,0.57,2016,23,N,365.8,368.8,361.5,Improved,2nd Quartile,Y,39,16923984
NATIONAL ARCHIVES OF SINGAPORE,"1 CANNING RISE, SINGAPORE 179868",Office Building,Small,Yes,1997,,Not Certified,No,8214,69,70,,Water Cooled Chilled Water Plant,19,,,4,N,370.1,386.3,362.6,Improved,Bottom Quartile,Y,21,2978396.4000000004
NATIONAL LIBRARY BUILDING,"100 VICTORIA STREET, SINGAPORE 188064",Office Building,Large,Yes,2005,2015,Platinum,Yes,58783,100,85,,Water Cooled Chilled Water Plant,8,0.81,2016,48,N,233.4,232,221.3,Improved,3rd Quartile,Y,13,13008677.9
7 WONDERS HOSTEL,"257 JALAN BESAR, SINGAPORE 208930",Hotel,Small,No,1986,,Not Certified,No,493,76,65,6,"Others (Split Units, Unitary Systems)",1,,,100,N,226.8,153.1,192.7,Worsened,2nd Quartile,Y,32,95001.09999999999
,,Retail Building,Small,,,,,No,,,,,,,,,,,224.9,268.3,291.7,Worsened,2nd Quartile,N,,
KATONG SQUARE,"86 EAST COAST ROAD, SINGAPORE 428788",Hotel,Large,No,2016,2015,Platinum,Yes,25200,94,100,582,Water Cooled Chilled Water Plant,1,0.65,,95,N,11.3,162.5,258.2,Worsened,2nd Quartile,Y,2,6506640
,,Retail Building,Large,,,,,No,,,,,,,,,,,549.3,539.1,521.9,Improved,Bottom Quartile,N,,
,"71 ROBINSON ROAD, SINGAPORE 068895",Office Building,Large,No,2009,2015,Gold,Yes,24089,98,100,,Water Cooled Chilled Water Plant,7,0.65,2015,0,N,239.4,249,228.5,Improved,3rd Quartile,Y,9,5504336.5
,,Office Building,Large,,,,,Yes,,,,,,,,,,,145.7,147.3,141.5,Improved,Top Quartile,N,,
HDB HUB,"490 LORONG 6 TOA PAYOH, SINGAPORE 310490",Office Building,Large,Yes,2000,2014,Platinum,Yes,187345,65,100,,Water Cooled Chilled Water Plant,1,0.63,2015,40,Y,239.2,231.5,218.6,Improved,3rd Quartile,Y,18,40953617
,,Office Building,Small,,,,,No,,,,,,,,,,,121.1,136.7,155.3,Worsened,2nd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,206.3,187.4,209.4,Worsened,3rd Quartile,N,,
ANCHORPOINT SHOPPING CENTRE,"370 ALEXANDRA ROAD, SINGAPORE 159953",Retail Building,Small,No,1997,,Not Certified,No,9544,94,96,,Water Cooled Chilled Water Plant,10,,,80,N,652.2,642.5,622.6,Improved,Bottom Quartile,Y,21,5942094.4
ROBINSON SQUARE,"144 ROBINSON ROAD, SINGAPORE 068908",Office Building,Small,No,2014,2014,Certified,Yes,4164,96,60,,"Others (Split Units, Unitary Systems)",2,,,0,N,72.9,93.6,127.5,Worsened,Top Quartile,Y,4,530910
,"77 GEYLANG ROAD, SINGAPORE 389197",Hotel,Small,No,1995,,Not Certified,No,115,52,80,5,"Others (Split Units, Unitary Systems)",2,,,30,N,367.5,401.3,360.3,Improved,Bottom Quartile,Y,23,41434.5
,,Hotel,Small,,,,,No,,,,,,,,,,,137,351.9,361.2,Worsened,Bottom Quartile,N,,
,,Healthcare Facility,,,,,,Yes,,,,,,,,,,,17.4,154,159.7,Worsened,,,,
,,Office Building,Large,,,,,Yes,,,,,,,,,,,15.6,32.2,29.2,Improved,Top Quartile,N,,
DELFI ORCHARD,"402 ORCHARD ROAD, SINGAPORE 238876",Retail Building,Small,No,1984,,Not Certified,No,11608,100,85,,Water Cooled Chilled Water Plant,14,,,80,N,176.6,175.2,167.3,Improved,2nd Quartile,Y,34,1942018.4000000001
UNION BUILDING,"171 TRAS STREET, SINGAPORE 079025",Office Building,Small,No,1987,,Not Certified,No,680,100,90,,"Others (Split Units, Unitary Systems)",10,,,0,N,797.4,815.6,796.6,Improved,Bottom Quartile,Y,31,541688
,,Office Building,Small,,,,,No,,,,,,,,,,,72.9,72.4,70.6,Improved,Top Quartile,N,,
NEA SOUTH WEST REGIONAL OFFICE,"5 ALBERT WINSEMIUS LANE, SINGAPORE 126787",Office Building,Small,Yes,2012,,Not Certified,No,1314,91,100,,"Others (Split Units, Unitary Systems)",5,,,0,N,164.3,159.9,156,Improved,2nd Quartile,Y,6,204984
,,Retail Building,Large,,,,,Yes,,,,,,,,,,,7.3,496.4,548.8,Worsened,Bottom Quartile,N,,
CHIJMES,"30 VICTORIA STREET, SINGAPORE 187996",Retail Building,Small,No,1999,2015,Certified,Yes,14790,47,90,,Air Cooled Chilled Water Plant,15,,,5,N,483.7,535.3,510.7,Improved,Bottom Quartile,Y,19,7553253
HELIOS,"11 BIOPOLIS WAY, SINGAPORE 138667",Office Building,Large,Yes,2008,2016,GoldPlus,Yes,170856,84,93,,District Cooling Plant,15,,,10,N,776.2,676.7,686.4,Worsened,Bottom Quartile,Y,10,117275558.39999999
IBM PLACE,"9 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486048",Office Building,Large,Yes,2003,,Not Certified,No,16262,95,75,,District Cooling Plant,20,,,85,N,161.9,145,102,Improved,Top Quartile,Y,15,1658724
IBM PLACE,"7 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486072",Office Building,Large,Yes,2000,,Not Certified,No,15996,88,100,,District Cooling Plant,20,,,85,N,173.1,147.5,133.8,Improved,Top Quartile,Y,18,2140264.8000000003
CONNEXIS,"1 FUSIONOPOLIS WAY, SINGAPORE 138632",Office Building,Large,Yes,2008,2016,Platinum,Yes,120384,72,90,,District Cooling Plant,14,,,15,N,247.5,249.4,225.8,Improved,3rd Quartile,Y,10,27182707.200000003
,"15 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486057",Office Building,Large,Yes,2001,2012,Gold,Yes,19040,74,80,,District Cooling Plant,0,,,85,N,115.9,124,102.3,Improved,Top Quartile,Y,17,1947792
AYER RAJAH AMENITY CENTRE,"69 AYER RAJAH CRESCENT, SINGAPORE 139961",Mixed Development,,Yes,1996,,Not Certified,No,2749,65,54,,"Others (Split Units, Unitary Systems)",20,,,0,N,201.8,198.5,134.9,Improved,Top Quartile,Y,22,370840.10000000003
INNOVIS,"2 FUSIONOPOLIS WAY, SINGAPORE 138634",Office Building,Large,Yes,2015,2012,Platinum,Yes,41193,74,85,,Water Cooled Chilled Water Plant,3,,,0,N,251.1,447.1,545.9,Worsened,Bottom Quartile,Y,3,22487258.7
KINESIS,"4 FUSIONOPOLIS WAY, SINGAPORE 138635",Office Building,Large,Yes,2015,2012,Platinum,Yes,33123,79,100,,Water Cooled Chilled Water Plant,4,,,0,N,84.5,289.7,286.7,Improved,Bottom Quartile,Y,3,9496364.1
SYNTHESIS,"6 FUSIONOPOLIS WAY, SINGAPORE 138636",Office Building,Large,Yes,2015,2012,Platinum,Yes,19173,100,100,,Water Cooled Chilled Water Plant,4,,,0,N,206.1,913.9,1040.5,Worsened,Bottom Quartile,Y,3,19949506.5
CLEANTECH ONE,"1 CLEANTECH LOOP, SINGAPORE 637141",Office Building,Large,Yes,2012,2011,Platinum,Yes,28800,73,84,,Water Cooled Chilled Water Plant,4,0.65,,75,Y,291.8,297.5,303,Worsened,Bottom Quartile,Y,6,8726400
JTC CLEANTECH TWO @CLEANTECH PARK,"3 CLEANTECH LOOP, SINGAPORE 637143",Office Building,Large,Yes,2014,2013,Platinum,Yes,22485,52,65,,Water Cooled Chilled Water Plant,1,0.6,,32,Y,94,133.4,157,Worsened,2nd Quartile,Y,4,3530145
THE JTC SUMMIT,"8 JURONG TOWN HALL ROAD, SINGAPORE 609434",Office Building,Large,Yes,2000,2013,Platinum,Yes,56527,96,85,,Water Cooled Chilled Water Plant,14,0.9,2009,0,N,158.1,156.2,141.9,Improved,Top Quartile,Y,18,8021181.300000001
JURONG TOWN HALL,"9 JURONG TOWN HALL ROAD, SINGAPORE 609431",Office Building,Large,Yes,1975,,Not Certified,No,26248,37,40,,"Others (Split Units, Unitary Systems)",4,,,0,N,67.3,33.1,67.7,Worsened,Top Quartile,Y,43,1776989.6
UOB TAMPINES CENTRE,"1 TAMPINES CENTRAL 1, SINGAPORE 529539",Office Building,Small,No,1997,,Not Certified,No,8905,100,100,,Water Cooled Chilled Water Plant,20,,,0,N,1363.1,1411.9,1394.1,Improved,Bottom Quartile,Y,21,12414460.5
,,Hotel,Small,,,,,No,,,,,,,,,,,133,134.4,117.7,Improved,Top Quartile,N,,
TRIPLEONE SOMERSET,"111 SOMERSET ROAD, SINGAPORE 238164",Office Building,Large,No,1977,2012,GoldPlus,Yes,68836,87,80,,Water Cooled Chilled Water Plant,11,0.66,2017,20,N,212.1,147.1,104.4,Improved,Top Quartile,Y,41,7186478.4
LEW BUILDING,"45 NORTH CANAL ROAD, SINGAPORE 059301",Office Building,Small,No,2001,,Not Certified,No,654,70,100,,"Others (Split Units, Unitary Systems)",1,,,10,N,160.8,131.7,134.2,Worsened,2nd Quartile,Y,17,87766.79999999999
,"16 UPPER CROSS STREET, SINGAPORE 058331",Hotel,Small,No,1904,,Not Certified,No,315,19,100,20,"Others (Split Units, Unitary Systems)",5,,,0,N,386.4,369,313.8,Improved,3rd Quartile,Y,114,98847
QUAYSIDE ISLE,"31 OCEAN WAY, SINGAPORE 098375",Retail Building,Small,No,2012,2017,Platinum,Yes,5729,67,90,,"Others (Split Units, Unitary Systems)",4,,,68,Y,582,592.5,594.8,Worsened,Bottom Quartile,Y,6,3407609.1999999997
THE GALEN,"61 SCIENCE PARK ROAD, SINGAPORE 117525",Retail Building,Large,No,2002,,Not Certified,No,30545,75,80,,Water Cooled Chilled Water Plant,5,,,0,N,306.9,242.7,209.1,Improved,Top Quartile,Y,16,6386959.5
THE KENDALL,"50 SCIENCE PARK ROAD, SINGAPORE 117406",Office Building,Large,No,2009,,Not Certified,No,20190,85,95,,Water Cooled Chilled Water Plant,3,,,10,N,599.4,649,688.6,Worsened,Bottom Quartile,Y,9,13902834
,,Office Building,Large,,,,,No,,,,,,,,,,,509.7,466.1,408.2,Improved,Bottom Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,1004.6,946.2,820.6,Improved,Bottom Quartile,N,,
THE CAPRICORN,"1 SCIENCE PARK ROAD, SINGAPORE 117528",Office Building,Large,No,2001,,Not Certified,No,28602,76,80,,Water Cooled Chilled Water Plant,6,0.61,,0,N,225.1,197.5,163.3,Improved,2nd Quartile,Y,17,4670706.600000001
SPARKLE,"45 SCIENCE PARK ROAD, SINGAPORE 117407",Retail Building,Small,No,2015,,Not Certified,No,2347,77,61,,"Others (Split Units, Unitary Systems)",1,,,100,N,0,72.1,368,Worsened,2nd Quartile,Y,3,863696
THE ALPHA,"10 SCIENCE PARK ROAD, SINGAPORE 117684",Office Building,Large,No,1995,,Not Certified,No,28533,91,75,,Water Cooled Chilled Water Plant,1,0.55,2016,80,N,249.3,223.5,161.3,Improved,2nd Quartile,Y,23,4602372.9
,,Healthcare Facility,,,,,,No,,,,,,,,,,,533.7,504,531.2,Worsened,,,,
,,Hotel,Large,,,,,Yes,,,,,,,,,,,18.7,254.5,447.7,Worsened,Bottom Quartile,N,,
,,Office Building,Large,,,,,Yes,,,,,,,,,,,311.2,294,274.8,Improved,Bottom Quartile,N,,
CHOON KIM HOUSE,"780 UPPER SERANGOON ROAD, SINGAPORE 534649",Retail Building,Small,No,2002,,Not Certified,No,729,100,100,,"Others (Split Units, Unitary Systems)",0,,,0,N,565.4,555.2,447.4,Improved,3rd Quartile,Y,16,326154.6
VIVA VISTA,"3 SOUTH BUONA VISTA ROAD, SINGAPORE 118136",Office Building,Small,No,2014,,Not Certified,No,9014,22,10,,"Others (Split Units, Unitary Systems)",2,,,0,N,92.6,98.9,101.7,Worsened,Top Quartile,Y,4,916723.8
,"711 EAST COAST ROAD, SINGAPORE 459065",Retail Building,Small,No,2014,,Not Certified,No,713,70,60,23,"Others (Split Units, Unitary Systems)",0,,,100,N,212,197.7,197.3,Improved,2nd Quartile,Y,4,140674.9
SANTA GRAND HOTEL BUGIS,"8 JALAN KUBOR, SINGAPORE 199207",Hotel,Small,No,2009,,Not Certified,No,2022,93,80,74,"Others (Split Units, Unitary Systems)",7,,,100,N,234,244.6,263.9,Worsened,3rd Quartile,Y,9,533605.7999999999
LEMON GRASS HOTEL,"34 LORONG 22 GEYLANG, SINGAPORE 398691",Hotel,Small,No,2008,,Not Certified,No,1278,59,80,42,"Others (Split Units, Unitary Systems)",10,,,100,N,180.1,189.4,166.9,Improved,Top Quartile,Y,10,213298.2
SANTA GRAND HOTEL LITTLE INDIA,"3 VEERASAMY ROAD, SINGAPORE 207309",Hotel,Small,No,2009,,Not Certified,No,714,58,80,20,"Others (Split Units, Unitary Systems)",9,,,0,N,157.8,160,153.1,Improved,Top Quartile,Y,9,109313.4
SANTA GRAND HOTEL WEST COAST,"428 PASIR PANJANG ROAD, SINGAPORE 118769",Hotel,Small,No,2011,,Not Certified,No,1015,88,80,42,"Others (Split Units, Unitary Systems)",6,,,100,N,183,188.5,183.6,Improved,2nd Quartile,Y,7,186354
